# alfa=-1 beta=3 gamma=1.5 omega=0.6 k=0
58.75 0.445732 0.688756 -1.86545 -0.158567
58.76 0.426983 0.687162 -1.85114 -0.161375
58.77 0.408379 0.685541 -1.83677 -0.16413
58.78 0.389919 0.683891 -1.82237 -0.166831
58.79 0.371604 0.682214 -1.80797 -0.169477
58.8 0.353434 0.680511 -1.79359 -0.172068
58.81 0.335408 0.678782 -1.77926 -0.174603
58.82 0.317526 0.677027 -1.76499 -0.177082
58.83 0.299788 0.675247 -1.75081 -0.179505
58.84 0.282192 0.673443 -1.73672 -0.181871
58.85 0.264737 0.671615 -1.72276 -0.184179
58.86 0.247423 0.669764 -1.70892 -0.186431
58.87 0.230248 0.667891 -1.69524 -0.188624
58.88 0.213211 0.665995 -1.68171 -0.19076
58.89 0.19631 0.664078 -1.66835 -0.192838
58.9 0.179542 0.66214 -1.65517 -0.194857
58.91 0.162908 0.660181 -1.64218 -0.196818
58.92 0.146404 0.658203 -1.62938 -0.198721
58.93 0.130028 0.656206 -1.61679 -0.200565
58.94 0.113779 0.65419 -1.60441 -0.20235
58.95 0.0976545 0.652157 -1.59224 -0.204077
58.96 0.0816523 0.650106 -1.58029 -0.205745
58.97 0.0657701 0.648038 -1.56856 -0.207354
58.98 0.0500059 0.645954 -1.55705 -0.208906
58.99 0.0343573 0.643855 -1.54577 -0.210398
59 0.018822 0.64174 -1.53472 -0.211833
59.01 0.00339784 0.639611 -1.52389 -0.213209
59.02 -0.0119175 0.637468 -1.51329 -0.214527
59.03 -0.0271264 0.635312 -1.50292 -0.215788
59.04 -0.0422309 0.633144 -1.49277 -0.216991
59.05 -0.0572335 0.630963 -1.48284 -0.218137
59.06 -0.0721363 0.62877 -1.47313 -0.219225
59.07 -0.0869414 0.626567 -1.46363 -0.220257
59.08 -0.101651 0.624354 -1.45435 -0.221233
59.09 -0.116268 0.62213 -1.44528 -0.222152
59.1 -0.130793 0.619897 -1.4364 -0.223016
59.11 -0.145229 0.617656 -1.42773 -0.223824
59.12 -0.159578 0.615407 -1.41925 -0.224577
59.13 -0.173842 0.61315 -1.41095 -0.225276
59.14 -0.188022 0.610886 -1.40283 -0.22592
59.15 -0.202121 0.608615 -1.39489 -0.226511
59.16 -0.216139 0.606339 -1.38711 -0.227048
59.17 -0.23008 0.604057 -1.37948 -0.227532
59.18 -0.243944 0.60177 -1.37201 -0.227964
59.19 -0.257733 0.599479 -1.36468 -0.228344
59.2 -0.271448 0.597184 -1.35748 -0.228673
59.21 -0.285091 0.594886 -1.3504 -0.22895
59.22 -0.298663 0.592585 -1.34344 -0.229178
59.23 -0.312165 0.590282 -1.33658 -0.229355
59.24 -0.325598 0.587976 -1.32982 -0.229483
59.25 -0.338962 0.58567 -1.32314 -0.229563
59.26 -0.35226 0.583363 -1.31654 -0.229594
59.27 -0.365492 0.581056 -1.30999 -0.229578
59.28 -0.378657 0.578748 -1.30351 -0.229514
59.29 -0.391758 0.576442 -1.29706 -0.229404
59.3 -0.404793 0.574136 -1.29064 -0.229249
59.31 -0.417765 0.571832 -1.28424 -0.229048
59.32 -0.430671 0.56953 -1.27785 -0.228803
59.33 -0.443514 0.567231 -1.27145 -0.228513
59.34 -0.456292 0.564934 -1.26504 -0.22818
59.35 -0.469006 0.562641 -1.25859 -0.227804
59.36 -0.481655 0.560351 -1.2521 -0.227386
59.37 -0.494239 0.558066 -1.24556 -0.226927
59.38 -0.506757 0.555785 -1.23895 -0.226427
59.39 -0.519209 0.55351 -1.23225 -0.225886
59.4 -0.531593 0.551239 -1.22546 -0.225306
59.41 -0.543909 0.548975 -1.21857 -0.224686
59.42 -0.556156 0.546717 -1.21155 -0.224029
59.43 -0.568332 0.544465 -1.2044 -0.223333
59.44 -0.580437 0.542221 -1.1971 -0.2226
59.45 -0.592468 0.539984 -1.18964 -0.221831
59.46 -0.604424 0.537754 -1.182 -0.221026
59.47 -0.616303 0.535533 -1.17418 -0.220186
59.48 -0.628104 0.53332 -1.16616 -0.219311
59.49 -0.639824 0.531116 -1.15792 -0.218402
59.5 -0.651461 0.528921 -1.14945 -0.21746
59.51 -0.663013 0.526735 -1.14075 -0.216485
59.52 -0.674478 0.52456 -1.13178 -0.215477
59.53 -0.685853 0.522394 -1.12256 -0.214439
59.54 -0.697135 0.520239 -1.11305 -0.213369
59.55 -0.708321 0.518095 -1.10325 -0.212269
59.56 -0.719409 0.515961 -1.09315 -0.211139
59.57 -0.730395 0.513839 -1.08274 -0.20998
59.58 -0.741277 0.511729 -1.07199 -0.208793
59.59 -0.752051 0.509631 -1.06091 -0.207577
59.6 -0.762713 0.507544 -1.04948 -0.206335
59.61 -0.77326 0.505471 -1.03769 -0.205065
59.62 -0.783689 0.50341 -1.02553 -0.203769
59.63 -0.793996 0.501362 -1.013 -0.202448
59.64 -0.804177 0.499327 -1.00007 -0.201101
59.65 -0.814228 0.497306 -0.986748 -0.19973
59.66 -0.824145 0.495299 -0.973022 -0.198335
59.67 -0.833924 0.493305 -0.958885 -0.196917
59.68 -0.843561 0.491326 -0.944329 -0.195475
59.69 -0.853051 0.489362 -0.929349 -0.194011
59.7 -0.862392 0.487412 -0.913941 -0.192525
59.71 -0.871577 0.485477 -0.898098 -0.191018
59.72 -0.880603 0.483557 -0.881818 -0.18949
59.73 -0.889465 0.481653 -0.865098 -0.187942
59.74 -0.89816 0.479764 -0.847935 -0.186374
59.75 -0.906682 0.477891 -0.830328 -0.184786
59.76 -0.915026 0.476034 -0.812277 -0.18318
59.77 -0.92319 0.474193 -0.793783 -0.181555
59.78 -0.931168 0.472368 -0.774847 -0.179912
59.79 -0.938955 0.47056 -0.755471 -0.178252
59.8 -0.946548 0.468769 -0.735658 -0.176575
59.81 -0.953941 0.466994 -0.715414 -0.174881
59.82 -0.961131 0.465236 -0.694743 -0.173171
59.83 -0.968113 0.463496 -0.673652 -0.171445
59.84 -0.974884 0.461773 -0.652148 -0.169704
59.85 -0.981438 0.460067 -0.630239 -0.167948
59.86 -0.987772 0.45838 -0.607935 -0.166178
59.87 -0.993882 0.456709 -0.585246 -0.164393
59.88 -0.999764 0.455057 -0.562184 -0.162595
59.89 -1.00541 0.453423 -0.538761 -0.160783
59.9 -1.01083 0.451807 -0.51499 -0.158959
59.91 -1.016 0.45021 -0.490885 -0.157122
59.92 -1.02094 0.448631 -0.466462 -0.155273
59.93 -1.02563 0.44707 -0.441736 -0.153412
59.94 -1.03007 0.445528 -0.416726 -0.15154
59.95 -1.03425 0.444005 -0.391448 -0.149656
59.96 -1.03819 0.442501 -0.365921 -0.147762
59.97 -1.04186 0.441016 -0.340165 -0.145857
59.98 -1.04528 0.43955 -0.3142 -0.143943
59.99 -1.04844 0.438104 -0.288047 -0.142018
60 -1.05134 0.436676 -0.261726 -0.140084
60.01 -1.05397 0.435268 -0.235262 -0.138141
60.02 -1.05633 0.43388 -0.208675 -0.136188
60.03 -1.05843 0.432511 -0.181989 -0.134228
60.04 -1.06026 0.431162 -0.155227 -0.132259
60.05 -1.06182 0.429833 -0.128414 -0.130282
60.06 -1.06311 0.428524 -0.101574 -0.128297
60.07 -1.06413 0.427234 -0.0747302 -0.126304
60.08 -1.06488 0.425965 -0.0479084 -0.124305
60.09 -1.06536 0.424716 -0.021133 -0.122298
60.1 -1.06557 0.423487 0.00557121 -0.120285
60.11 -1.06552 0.422278 0.0321796 -0.118265
60.12 -1.06519 0.421089 0.0586674 -0.116239
60.13 -1.0646 0.419921 0.0850101 -0.114207
60.14 -1.06375 0.418773 0.111183 -0.11217
60.15 -1.06263 0.417646 0.137163 -0.110126
60.16 -1.06125 0.416539 0.162926 -0.108078
60.17 -1.05962 0.415453 0.188448 -0.106024
60.18 -1.05772 0.414387 0.213707 -0.103965
60.19 -1.05558 0.413342 0.23868 -0.101902
60.2 -1.05318 0.412318 0.263345 -0.0998336
60.21 -1.05053 0.411315 0.287682 -0.0977613
60.22 -1.04764 0.410332 0.311669 -0.0956848
60.23 -1.04451 0.409371 0.335287 -0.0936043
60.24 -1.04114 0.40843 0.358517 -0.0915201
60.25 -1.03753 0.40751 0.38134 -0.0894322
60.26 -1.0337 0.406611 0.403739 -0.0873409
60.27 -1.02964 0.405734 0.425697 -0.0852463
60.28 -1.02536 0.404877 0.447198 -0.0831486
60.29 -1.02087 0.404041 0.468227 -0.0810479
60.3 -1.01616 0.403227 0.488771 -0.0789443
60.31 -1.01125 0.402433 0.508816 -0.0768381
60.32 -1.00614 0.401661 0.52835 -0.0747294
60.33 -1.00083 0.40091 0.547362 -0.0726183
60.34 -0.995328 0.40018 0.565841 -0.0705049
60.35 -0.989641 0.399472 0.583779 -0.0683894
60.36 -0.983774 0.398784 0.601167 -0.066272
60.37 -0.977732 0.398118 0.617998 -0.0641526
60.38 -0.971521 0.397473 0.634265 -0.0620316
60.39 -0.965147 0.39685 0.649963 -0.0599089
60.4 -0.958614 0.396248 0.665088 -0.0577847
60.41 -0.95193 0.395667 0.679635 -0.0556592
60.42 -0.9451 0.395108 0.693602 -0.0535323
60.43 -0.938129 0.39457 0.706987 -0.0514043
60.44 -0.931023 0.394053 0.71979 -0.0492753
60.45 -0.923789 0.393558 0.732009 -0.0471453
60.46 -0.916433 0.393084 0.743646 -0.0450145
60.47 -0.908959 0.392632 0.754703 -0.0428829
60.48 -0.901374 0.392201 0.76518 -0.0407507
60.49 -0.893684 0.391791 0.775081 -0.0386179
60.5 -0.885894 0.391403 0.78441 -0.0364847
60.51 -0.878011 0.391036 0.79317 -0.0343511
60.52 -0.870039 0.390691 0.801367 -0.0322173
60.53 -0.861985 0.390367 0.809006 -0.0300832
60.54 -0.853855 0.390065 0.816092 -0.0279491
60.55 -0.845653 0.389784 0.822633 -0.0258149
60.56 -0.837385 0.389525 0.828635 -0.0236809
60.57 -0.829057 0.389287 0.834105 -0.021547
60.58 -0.820674 0.38907 0.839051 -0.0194133
60.59 -0.812242 0.388875 0.843481 -0.0172799
60.6 -0.803765 0.388701 0.847405 -0.015147
60.61 -0.795248 0.388549 0.850829 -0.0130145
60.62 -0.786697 0.388418 0.853764 -0.0108826
60.63 -0.778117 0.388309 0.85622 -0.0087513
60.64 -0.769512 0.388221 0.858204 -0.00662073
60.65 -0.760886 0.388154 0.859727 -0.00449095
60.66 -0.752246 0.388109 0.8608 -0.00236204
60.67 -0.743595 0.388086 0.861431 -0.00023407
60.68 -0.734937 0.388083 0.861632 0.00189288
60.69 -0.726278 0.388102 0.861411 0.00401874
60.7 -0.71762 0.388143 0.86078 0.00614344
60.71 -0.708969 0.388204 0.859748 0.00826688
60.72 -0.700329 0.388287 0.858327 0.010389
60.73 -0.691703 0.388392 0.856525 0.0125097
60.74 -0.683094 0.388518 0.854354 0.014629
60.75 -0.674508 0.388665 0.851824 0.0167467
60.76 -0.665947 0.388833 0.848944 0.0188628
60.77 -0.657415 0.389023 0.845724 0.0209772
60.78 -0.648915 0.389233 0.842176 0.0230898
60.79 -0.640451 0.389465 0.838307 0.0252005
60.8 -0.632026 0.389719 0.834129 0.0273093
60.81 -0.623643 0.389993 0.82965 0.0294161
60.82 -0.615305 0.390289 0.82488 0.0315208
60.83 -0.607015 0.390606 0.819828 0.0336233
60.84 -0.598775 0.390943 0.814504 0.0357235
60.85 -0.590589 0.391302 0.808915 0.0378214
60.86 -0.58246 0.391683 0.803071 0.0399168
60.87 -0.574389 0.392084 0.796981 0.0420097
60.88 -0.566379 0.392506 0.790652 0.0440999
60.89 -0.558433 0.392949 0.784093 0.0461874
60.9 -0.550552 0.393413 0.777312 0.0482722
60.91 -0.54274 0.393899 0.770316 0.050354
60.92 -0.534998 0.394405 0.763113 0.0524328
60.93 -0.527329 0.394932 0.75571 0.0545085
60.94 -0.519734 0.395479 0.748114 0.056581
60.95 -0.512215 0.396048 0.740332 0.0586502
60.96 -0.504775 0.396637 0.732371 0.060716
60.97 -0.497414 0.397248 0.724237 0.0627782
60.98 -0.490136 0.397879 0.715937 0.0648368
60.99 -0.48294 0.39853 0.707476 0.0668917
61 -0.47583 0.399202 0.69886 0.0689426
61.01 -0.468807 0.399895 0.690095 0.0709896
61.02 -0.461871 0.400609 0.681186 0.0730325
61.03 -0.455025 0.401343 0.672138 0.0750712
61.04 -0.44827 0.402097 0.662957 0.0771055
61.05 -0.441607 0.402872 0.653648 0.0791352
61.06 -0.435038 0.403668 0.644214 0.0811604
61.07 -0.428563 0.404483 0.63466 0.0831808
61.08 -0.422185 0.405319 0.62499 0.0851963
61.09 -0.415904 0.406175 0.615209 0.0872067
61.1 -0.409721 0.407052 0.605321 0.0892119
61.11 -0.403637 0.407948 0.595328 0.0912117
61.12 -0.397654 0.408865 0.585235 0.0932061
61.13 -0.391772 0.409802 0.575045 0.0951948
61.14 -0.385993 0.410759 0.564761 0.0971776
61.15 -0.380317 0.411735 0.554386 0.0991544
61.16 -0.374745 0.412732 0.543924 0.101125
61.17 -0.369279 0.413748 0.533376 0.103089
61.18 -0.363918 0.414784 0.522745 0.105047
61.19 -0.358665 0.41584 0.512034 0.106998
61.2 -0.353519 0.416915 0.501246 0.108942
61.21 -0.348481 0.41801 0.490382 0.110879
61.22 -0.343553 0.419125 0.479444 0.112809
61.23 -0.338734 0.420258 0.468434 0.114732
61.24 -0.334026 0.421411 0.457355 0.116646
61.25 -0.32943 0.422584 0.446207 0.118553
61.26 -0.324945 0.423775 0.434994 0.120451
61.27 -0.320573 0.424986 0.423715 0.122342
61.28 -0.316315 0.426215 0.412372 0.124223
61.29 -0.312171 0.427464 0.400967 0.126096
61.3 -0.308141 0.428731 0.389501 0.12796
61.31 -0.304226 0.430017 0.377975 0.129814
61.32 -0.300428 0.431322 0.366389 0.131659
61.33 -0.296745 0.432645 0.354746 0.133494
61.34 -0.29318 0.433987 0.343046 0.13532
61.35 -0.289732 0.435346 0.331289 0.137134
61.36 -0.286403 0.436725 0.319476 0.138939
61.37 -0.283192 0.438121 0.307608 0.140732
61.38 -0.280101 0.439535 0.295686 0.142514
61.39 -0.277129 0.440968 0.28371 0.144285
61.4 -0.274278 0.442418 0.27168 0.146045
61.41 -0.271547 0.443886 0.259598 0.147792
61.42 -0.268938 0.445371 0.247462 0.149527
61.43 -0.266451 0.446874 0.235274 0.151249
61.44 -0.264087 0.448394 0.223034 0.152958
61.45 -0.261845 0.449931 0.210741 0.154655
61.46 -0.259727 0.451485 0.198397 0.156337
61.47 -0.257733 0.453057 0.186001 0.158006
61.48 -0.255864 0.454645 0.173554 0.159661
61.49 -0.25412 0.456249 0.161055 0.161301
61.5 -0.252501 0.45787 0.148504 0.162926
61.51 -0.251008 0.459508 0.135902 0.164536
61.52 -0.249643 0.461161 0.123248 0.16613
61.53 -0.248404 0.462831 0.110542 0.167708
61.54 -0.247293 0.464516 0.0977847 0.16927
61.55 -0.24631 0.466218 0.0849754 0.170815
61.56 -0.245456 0.467934 0.0721141 0.172343
61.57 -0.244731 0.469666 0.0592007 0.173854
61.58 -0.244136 0.471414 0.0462349 0.175346
61.59 -0.243672 0.473176 0.0332167 0.176821
61.6 -0.243338 0.474953 0.0201458 0.178276
61.61 -0.243135 0.476745 0.00702213 0.179713
61.62 -0.243065 0.478551 -0.00615457 0.18113
61.63 -0.243127 0.480371 -0.0193845 0.182527
61.64 -0.243322 0.482206 -0.0326678 0.183904
61.65 -0.24365 0.484054 -0.0460046 0.18526
61.66 -0.244112 0.485916 -0.0593953 0.186595
61.67 -0.244709 0.487791 -0.0728398 0.187908
61.68 -0.245441 0.48968 -0.0863385 0.189198
61.69 -0.246309 0.491581 -0.0998915 0.190467
61.7 -0.247313 0.493495 -0.113499 0.191712
61.71 -0.248454 0.495422 -0.127161 0.192934
61.72 -0.249732 0.497361 -0.140877 0.194131
61.73 -0.251147 0.499312 -0.154648 0.195305
61.74 -0.252702 0.501275 -0.168474 0.196453
61.75 -0.254395 0.503249 -0.182355 0.197576
61.76 -0.256228 0.505235 -0.196291 0.198673
61.77 -0.2582 0.507232 -0.210281 0.199744
61.78 -0.260314 0.509239 -0.224326 0.200788
61.79 -0.262568 0.511257 -0.238426 0.201804
61.8 -0.264964 0.513285 -0.25258 0.202793
61.81 -0.267503 0.515323 -0.266788 0.203753
61.82 -0.270184 0.517371 -0.281051 0.204685
61.83 -0.273009 0.519428 -0.295367 0.205587
61.84 -0.275977 0.521495 -0.309736 0.206459
61.85 -0.27909 0.523569 -0.324158 0.2073
61.86 -0.282348 0.525653 -0.338632 0.208111
61.87 -0.285751 0.527744 -0.353158 0.208891
61.88 -0.289301 0.529844 -0.367735 0.209638
61.89 -0.292996 0.531951 -0.382362 0.210353
61.9 -0.296839 0.534065 -0.397039 0.211035
61.91 -0.300829 0.536186 -0.411764 0.211683
61.92 -0.304968 0.538313 -0.426537 0.212298
61.93 -0.309255 0.540447 -0.441356 0.212878
61.94 -0.31369 0.542586 -0.45622 0.213422
61.95 -0.318275 0.544731 -0.471127 0.213932
61.96 -0.32301 0.546881 -0.486077 0.214405
61.97 -0.327895 0.549036 -0.501067 0.214841
61.98 -0.332931 0.551195 -0.516095 0.21524
61.99 -0.338118 0.553358 -0.53116 0.215602
62 -0.343456 0.555525 -0.54626 0.215925
62.01 -0.348946 0.557695 -0.561392 0.21621
62.02 -0.354588 0.559868 -0.576553 0.216455
62.03 -0.360383 0.562044 -0.591742 0.216661
62.04 -0.36633 0.564221 -0.606954 0.216827
62.05 -0.37243 0.5664 -0.622188 0.216952
62.06 -0.378683 0.568581 -0.637439 0.217035
62.07 -0.385089 0.570762 -0.652705 0.217077
62.08 -0.391649 0.572944 -0.66798 0.217077
62.09 -0.398362 0.575125 -0.683263 0.217035
62.1 -0.405229 0.577307 -0.698547 0.216949
62.11 -0.41225 0.579487 -0.713828 0.216819
62.12 -0.419424 0.581666 -0.729102 0.216646
62.13 -0.426752 0.583843 -0.744364 0.216428
62.14 -0.434233 0.586018 -0.759607 0.216165
62.15 -0.441867 0.588191 -0.774826 0.215857
62.16 -0.449654 0.59036 -0.790015 0.215503
62.17 -0.457594 0.592526 -0.805167 0.215103
62.18 -0.465686 0.594688 -0.820276 0.214657
62.19 -0.47393 0.596845 -0.835333 0.214164
62.2 -0.482325 0.598998 -0.850332 0.213623
62.21 -0.490871 0.601145 -0.865264 0.213035
62.22 -0.499567 0.603286 -0.88012 0.212399
62.23 -0.508412 0.60542 -0.894892 0.211714
62.24 -0.517406 0.607548 -0.909571 0.210981
62.25 -0.526547 0.609669 -0.924145 0.210199
62.26 -0.535835 0.611781 -0.938605 0.209367
62.27 -0.545268 0.613885 -0.95294 0.208487
62.28 -0.554846 0.615981 -0.967138 0.207556
62.29 -0.564565 0.618067 -0.981187 0.206575
62.3 -0.574427 0.620143 -0.995075 0.205544
62.31 -0.584427 0.622208 -1.00879 0.204463
62.32 -0.594566 0.624263 -1.02231 0.203331
62.33 -0.60484 0.626307 -1.03564 0.202148
62.34 -0.615248 0.628338 -1.04874 0.200915
62.35 -0.625789 0.630358 -1.06162 0.19963
62.36 -0.636458 0.632364 -1.07424 0.198294
62.37 -0.647254 0.634357 -1.0866 0.196907
62.38 -0.658175 0.636336 -1.09868 0.195468
62.39 -0.669217 0.6383 -1.11046 0.193978
62.4 -0.680377 0.64025 -1.12192 0.192437
62.41 -0.691653 0.642184 -1.13304 0.190844
62.42 -0.70304 0.644102 -1.1438 0.189199
62.43 -0.714535 0.646003 -1.15419 0.187504
62.44 -0.726135 0.647888 -1.16418 0.185757
62.45 -0.737835 0.649755 -1.17374 0.183959
62.46 -0.749632 0.651603 -1.18287 0.182109
62.47 -0.76152 0.653434 -1.19153 0.180209
62.48 -0.773495 0.655245 -1.1997 0.178258
62.49 -0.785552 0.657036 -1.20736 0.176256
62.5 -0.797686 0.658808 -1.21448 0.174204
62.51 -0.809892 0.660559 -1.22104 0.172102
62.52 -0.822163 0.662288 -1.22702 0.16995
62.53 -0.834495 0.663996 -1.23238 0.167748
62.54 -0.846881 0.665682 -1.23711 0.165498
62.55 -0.859314 0.667345 -1.24117 0.163198
62.56 -0.871788 0.668986 -1.24455 0.160849
62.57 -0.884296 0.670602 -1.2472 0.158453
62.58 -0.89683 0.672195 -1.24912 0.156009
62.59 -0.909384 0.673763 -1.25026 0.153518
62.6 -0.92195 0.675305 -1.25061 0.150979
62.61 -0.934518 0.676823 -1.25013 0.148395
62.62 -0.947082 0.678314 -1.24881 0.145765
62.63 -0.959633 0.679779 -1.24661 0.14309
62.64 -0.972162 0.681217 -1.2435 0.140371
62.65 -0.984659 0.682628 -1.23947 0.137607
62.66 -0.997116 0.684011 -1.23449 0.134801
62.67 -1.00952 0.685366 -1.22853 0.131951
62.68 -1.02187 0.686692 -1.22158 0.12906
62.69 -1.03415 0.687989 -1.2136 0.126128
62.7 -1.04634 0.689257 -1.20458 0.123156
62.71 -1.05845 0.690494 -1.19449 0.120144
62.72 -1.07045 0.691702 -1.18332 0.117093
62.73 -1.08235 0.692879 -1.17105 0.114004
62.74 -1.09412 0.694024 -1.15766 0.110879
62.75 -1.10575 0.695139 -1.14314 0.107717
62.76 -1.11724 0.696221 -1.12748 0.10452
62.77 -1.12857 0.697272 -1.11066 0.101289
62.78 -1.13973 0.69829 -1.09267 0.0980247
62.79 -1.15072 0.699275 -1.07352 0.094728
62.8 -1.1615 0.700227 -1.05319 0.0914
62.81 -1.17209 0.701145 -1.03168 0.0880417
62.82 -1.18246 0.70203 -1.00899 0.0846543
62.83 -1.1926 0.702881 -0.985125 0.0812387
62.84 -1.2025 0.703698 -0.960092 0.0777961
62.85 -1.21215 0.704479 -0.933896 0.0743276
62.86 -1.22153 0.705226 -0.90655 0.0708344
62.87 -1.23064 0.705938 -0.878066 0.0673175
62.88 -1.23947 0.706615 -0.848463 0.0637782
62.89 -1.248 0.707256 -0.817759 0.0602177
62.9 -1.25622 0.707861 -0.785979 0.0566372
62.91 -1.26411 0.70843 -0.753146 0.0530378
62.92 -1.27168 0.708963 -0.719292 0.0494209
62.93 -1.27891 0.70946 -0.684447 0.0457876
62.94 -1.28579 0.70992 -0.648647 0.0421393
62.95 -1.29231 0.710344 -0.611929 0.0384771
62.96 -1.29846 0.71073 -0.574335 0.0348025
62.97 -1.30423 0.71108 -0.535909 0.0311166
62.98 -1.30962 0.711393 -0.496696 0.0274208
62.99 -1.31461 0.711668 -0.456746 0.0237164
63 -1.3192 0.711907 -0.41611 0.0200047
63.01 -1.32338 0.712108 -0.374843 0.0162871
63.02 -1.32715 0.712271 -0.333 0.0125648
63.03 -1.3305 0.712398 -0.29064 0.00883919
63.04 -1.33342 0.712487 -0.247823 0.00511161
63.05 -1.33591 0.712538 -0.20461 0.0013834
63.06 -1.33796 0.712552 -0.161065 -0.00234411
63.07 -1.33958 0.712528 -0.117251 -0.0060696
63.08 -1.34076 0.712467 -0.0732352 -0.00979171
63.09 -1.3415 0.712369 -0.0290824 -0.0135091
63.1 -1.34179 0.712233 0.0151403 -0.0172205
63.11 -1.34164 0.71206 0.0593661 -0.0209245
63.12 -1.34104 0.71185 0.103528 -0.0246198
63.13 -1.34 0.711602 0.147559 -0.0283052
63.14 -1.33852 0.711318 0.191393 -0.0319792
63.15 -1.33659 0.710996 0.234964 -0.0356407
63.16 -1.33423 0.710638 0.278207 -0.0392882
63.17 -1.33144 0.710243 0.321059 -0.0429206
63.18 -1.32821 0.709812 0.363458 -0.0465366
63.19 -1.32456 0.709344 0.405343 -0.0501349
63.2 -1.32048 0.708841 0.446656 -0.0537142
63.21 -1.31599 0.708301 0.487338 -0.0572734
63.22 -1.3111 0.707725 0.527336 -0.0608112
63.23 -1.3058 0.707114 0.566598 -0.0643264
63.24 -1.3001 0.706467 0.605073 -0.0678179
63.25 -1.29402 0.705786 0.642714 -0.0712844
63.26 -1.28756 0.705069 0.679477 -0.0747249
63.27 -1.28073 0.704318 0.71532 -0.0781381
63.28 -1.27354 0.703533 0.750204 -0.0815231
63.29 -1.266 0.702714 0.784094 -0.0848786
63.3 -1.25812 0.701861 0.816956 -0.0882037
63.31 -1.24991 0.700974 0.848762 -0.0914973
63.32 -1.24138 0.700055 0.879485 -0.0947583
63.33 -1.23254 0.699102 0.909102 -0.0979858
63.34 -1.22341 0.698118 0.937591 -0.101179
63.35 -1.21398 0.697101 0.964937 -0.104336
63.36 -1.20429 0.696052 0.991124 -0.107457
63.37 -1.19433 0.694972 1.01614 -0.110541
63.38 -1.18411 0.693861 1.03998 -0.113587
63.39 -1.17366 0.69272 1.06264 -0.116593
63.4 -1.16298 0.691548 1.08411 -0.11956
63.41 -1.15209 0.690346 1.1044 -0.122486
63.42 -1.14099 0.689115 1.1235 -0.12537
63.43 -1.1297 0.687855 1.14143 -0.128213
63.44 -1.11822 0.686567 1.15818 -0.131012
63.45 -1.10658 0.68525 1.17378 -0.133768
63.46 -1.09479 0.683906 1.18823 -0.136479
63.47 -1.08285 0.682534 1.20154 -0.139146
63.48 -1.07077 0.681136 1.21373 -0.141767
63.49 -1.05857 0.679711 1.22481 -0.144342
63.5 -1.04626 0.67826 1.23482 -0.14687
63.51 -1.03385 0.676784 1.24376 -0.149351
63.52 -1.02135 0.675283 1.25166 -0.151784
63.53 -1.00877 0.673758 1.25854 -0.154169
63.54 -0.996124 0.672208 1.26442 -0.156506
63.55 -0.983417 0.670635 1.26933 -0.158793
63.56 -0.97066 0.669039 1.2733 -0.161031
63.57 -0.957863 0.667421 1.27634 -0.163219
63.58 -0.945036 0.665781 1.2785 -0.165358
63.59 -0.932186 0.664119 1.27979 -0.167445
63.6 -0.919324 0.662436 1.28024 -0.169482
63.61 -0.906458 0.660733 1.27988 -0.171468
63.62 -0.893595 0.659009 1.27874 -0.173403
63.63 -0.880743 0.657267 1.27684 -0.175287
63.64 -0.867911 0.655505 1.27422 -0.177119
63.65 -0.855105 0.653725 1.27091 -0.178899
63.66 -0.842332 0.651927 1.26692 -0.180628
63.67 -0.829599 0.650112 1.26229 -0.182305
63.68 -0.816913 0.648279 1.25705 -0.183929
63.69 -0.804279 0.646431 1.25122 -0.185502
63.7 -0.791704 0.644566 1.24483 -0.187023
63.71 -0.779193 0.642687 1.2379 -0.188492
63.72 -0.766752 0.640792 1.23047 -0.189908
63.73 -0.754386 0.638884 1.22255 -0.191273
63.74 -0.742099 0.636962 1.21418 -0.192586
63.75 -0.729896 0.635026 1.20537 -0.193847
63.76 -0.717782 0.633078 1.19615 -0.195056
63.77 -0.705761 0.631117 1.18655 -0.196214
63.78 -0.693836 0.629145 1.17658 -0.197321
63.79 -0.682011 0.627162 1.16627 -0.198376
63.8 -0.67029 0.625169 1.15564 -0.19938
